feature,mean_importance_mae_pp,sd_across_folds,min_importance_mae_pp,max_importance_mae_pp
post_1990_pct,4.563769206345602,1.5282660914947273,2.919113729113504,7.430218014823886
social_rented_pct,3.2448928942290394,0.8012624400310996,1.837965872307592,4.584472207537831
pre_1930_pct,1.1823917185646586,0.8025748403721872,0.3707403155397339,3.2626675476258584
flat_maisonette_pct,0.4907344817948429,0.18997898541861086,0.19095104035565297,0.7542533088807486
electric_fuel_pct,0.2111712410409508,0.1316865351614039,0.01886667740691017,0.45005095330640843
terraced_pct,0.156167076653503,0.08406276126444384,-0.02185437236321488,0.24081370991376416
imd_score,0.11584834420806822,0.11128448161454349,-0.031124590098368588,0.27104432937839407
private_rented_pct,0.06825328459367036,0.16108283042571098,-0.048221631223375284,0.49329307663610356
median_floor_area,0.06765038561715231,0.07987866297447717,-0.04422571975470753,0.23446902844857798
